"V1","V2","V3"
-0.00953512312844396,-2.12877428065985,-1.83049851609394
0.438189916312695,0.214572601485997,2.60813071299344
-0.808346904348582,0.916579075623304,0.126340074464679
1.17589395353571,0.517898099496961,-0.975285377819091
1.98809676384553,-0.52777853468433,1.71060662018135
1.80960960499942,-0.0416185562498868,1.01135110622272
-1.35706667136401,-1.12894539395347,-0.376340711954981
0.592934652697295,0.916964877862483,-0.699086515232921
-1.97277282876894,1.74720365228131,0.933402262162417
0.552838637027889,1.46512996824458,2.5203048591502
-1.53176516946405,0.918852664064616,-0.732369122095406
-0.0314252888783813,0.692568448372185,-0.584277409594506
-1.50243286555633,1.30171119701117,0.456270792055875
0.285824339836836,0.651519840583205,-2.64840537216514
1.5305266706273,0.264966670889407,-0.698945626616478
-0.797786962240934,-0.574533049017191,-0.774595744907856
-1.26681079342961,-0.745149641297758,2.25174686685205
2.44245170848444,0.631857295520604,0.690220744349062
-0.854973883833736,-1.21782774478197,0.85842824773863
0.89749316778034,0.72387769119814,-2.24318492878228
-1.67647451581433,-0.421024703420699,-0.848900567740202
0.167108592577279,0.384505223482847,-1.91711801569909
1.28802771214396,-2.06892579048872,-0.825486555229872
2.69631859660149,-0.203844318632036,-1.28306884830818
0.953403332736343,2.41255752649158,-1.29137879703194
1.40491239074618,-2.55373138189316,-0.391803996171802
2.10974640212953,0.0414532232098281,-0.0706471670418978
-0.12000269908458,-1.39976261649281,-0.10420135455206
1.83008223306388,-2.03514165943488,1.17559847049415
1.062238950748,-1.11393272085115,-2.22230436047539
-1.37442421959713,-1.37527078203857,1.5984810157679
-0.245672380551696,0.281915718689561,2.07031789747998
-1.79692389909178,-0.209487102460116,0.841820316854864
0.296807619743049,-2.08355973707512,-1.61176413344219
-2.41671130713075,-0.760550857521594,-0.276441728230566
1.06308615440503,-2.4547121473588,0.719970258884132
-0.720264066942036,2.57447146391496,-0.913852024823427
-0.663320184219629,-2.02382566826418,1.07043706392869
-0.519161232747138,0.441231155768037,-0.772607880178839
0.674250255804509,0.641558554954827,0.0241526775062084
-0.00181823456659913,2.90472247079015,0.382036301773041
0.73464466072619,-0.37740145996213,-0.925741595216095
0.623926985543221,0.474319342989475,0.0629237350076437
-0.314230707474053,-1.3901675012894,-0.54390905611217
-2.50188236637041,-0.24692000169307,-1.27605291036889
1.37225789576769,-0.794263599906117,1.7195933656767
0.624079335015267,2.6605944824405,0.609962388407439
0.882988249417394,-0.302419534418732,-2.35285600880161
-2.13763909880072,1.48060613404959,-1.04586997814476
-1.21558771887794,1.55157721694559,1.65296546369791
2.43959803786129,1.0772521533072,0.500405812170357
0.75552723929286,1.8638273505494,1.72052858490497
1.35769960703328,-0.740912506822497,1.30955814616755
1.04750012420118,-2.24800226418301,0.935027475468814
0.758329338859767,-0.0224330965429544,-1.16568886069581
1.68967988295481,0.915340652223676,0.139282780699432
-1.21148004150018,-1.30750758061185,1.93269440531731
0.402203679084778,0.250738194677979,-0.799924654886127
0.621567806694657,-1.43299558013678,2.29582547675818
-1.34583340259269,1.05424939608201,2.35619743634015
1.10927768005058,2.28293451759964,-0.0200719786807895
0.684376582503319,0.91146178683266,-2.14821842964739
2.01691530318931,-1.29930228274316,0.829553984105587
-2.0703826630488,-1.21145833376795,0.33590662619099
-1.64878539321944,0.567059168592095,-1.44112035026774
0.327257741242647,1.72043532505631,-2.11211521178484
0.522337466944009,-0.0962811880744994,1.1579576600343
-1.1123353173025,-0.62073978362605,-1.03392285760492
-1.30574049102142,-0.568504289723933,-1.05403108103201
-2.35343405138701,0.0463471719995141,0.10998959094286
-0.50561913382262,1.40522540174425,-1.30886468337849
-0.660071407444775,-0.811279064510018,1.26413813978434
-0.411737415008247,-1.99915276234969,1.78795202588663
-1.21858189115301,0.809670733753592,0.851898933760822
0.275969533715397,-1.82816542871296,0.241784355137497
-1.74144140258431,-0.16936699161306,-2.2196426759474
-0.45249323733151,2.37401551147923,-0.0128601836040616
-0.823545443359762,0.323060624767095,2.46877178829163
-2.42730315076187,-1.64523102622479,-0.631460366304964
2.21269068354741,1.16972170444205,0.368475703988224
-1.34110004408285,0.663858894724399,-2.40099062863737
-0.642293076496571,1.85578058240935,-1.28481637174264
1.94676138181239,-0.838228537235409,-1.83343683555722
2.3055775067769,1.70877766236663,0.349470228888094
0.459184959065169,1.91754946298897,1.16884619090706
-1.72947485698387,1.06854701321572,2.13621143717319
-2.35976489447057,0.811735230032355,-1.47097986890003
-0.0563785065896809,-0.958721729926765,-0.633534445893019
2.50370031315833,-1.1555800982751,-1.082769096829
1.63956498820335,-0.238988648168743,1.89076020335779
-1.43047523126006,1.13678959524259,-2.13323967531323
0.200512852985412,-0.922676559537649,-0.15695606963709
-1.28901738161221,1.46061825938523,0.879805994220078
-0.0801799627952278,1.40209956234321,-1.59732555504888
1.43214435037225,1.83544174488634,-0.505347849335521
0.981079410295933,-2.46528533706442,0.917351212352514
