V1,V2,V3
45.51100158691406,37.420753479003906,51.51722717285156
45.523929595947266,37.436771392822266,51.50585174560547
45.508567810058594,37.40477752685547,51.48639678955078
45.48760986328125,37.41374588012695,51.48687744140625
45.524391174316406,37.3719482421875,51.5315055847168
45.48467254638672,37.437774658203125,51.55958938598633
45.52664566040039,37.373268127441406,51.486656188964844
45.567481994628906,37.44362258911133,51.52577590942383
45.5262451171875,37.479827880859375,51.501094818115234
45.49087142944336,37.38603973388672,51.56610870361328
45.45927429199219,37.42041015625,51.564579010009766
45.454341888427734,37.38850784301758,51.48451614379883
45.5064811706543,37.3465690612793,51.522125244140625
45.581172943115234,37.390472412109375,51.516845703125
45.54045867919922,37.376731872558594,51.45862579345703
45.53472900390625,37.34880447387695,51.49164581298828
45.448089599609375,37.42329025268555,51.46030044555664
45.43399429321289,37.431209564208984,51.48276901245117
45.50143814086914,37.35020065307617,51.463130950927734
45.57121276855469,37.40422439575195,51.581626892089844
45.50773620605469,37.500953674316406,51.56810760498047
45.54340362548828,37.411643981933594,51.60734176635742
45.50581741333008,37.3740234375,51.60400390625
45.42981719970703,37.4127311706543,51.45817947387695
45.61048126220703,37.414485931396484,51.537567138671875
45.485069274902344,37.353511810302734,51.589046478271484
45.47501754760742,37.336326599121094,51.4727668762207
45.516944885253906,37.33356857299805,51.46267318725586
45.49121856689453,37.3201789855957,51.50497055053711
45.442596435546875,37.487300872802734,51.4736328125
45.56077194213867,37.45651626586914,51.428871154785156
45.57326889038086,37.50395202636719,51.4875373840332
45.59023666381836,37.36663818359375,51.56786346435547
45.53535842895508,37.307823181152344,51.540679931640625
45.53981399536133,37.52558898925781,51.46624755859375
45.50740051269531,37.39870834350586,51.636234283447266
45.60452651977539,37.44058609008789,51.592525482177734
45.50056076049805,37.53653335571289,51.56023025512695
45.406063079833984,37.364620208740234,51.55380630493164
45.6249885559082,37.44337463378906,51.57081604003906
45.45464324951172,37.49396514892578,51.60940933227539
45.39340591430664,37.44087219238281,51.459659576416016
45.594627380371094,37.51298904418945,51.568817138671875
45.56032943725586,37.44662094116211,51.64073181152344
45.42534637451172,37.430423736572266,51.40833282470703
45.49695587158203,37.35961151123047,51.64215087890625
45.52789306640625,37.2823600769043,51.530826568603516
45.510047912597656,37.35076904296875,51.39535140991211
45.518009185791016,37.518096923828125,51.41548156738281
45.59703826904297,37.522212982177734,51.57313537597656
45.571044921875,37.552284240722656,51.52305221557617
45.43631362915039,37.358970642089844,51.62520980834961
45.59280776977539,37.35626220703125,51.61853790283203
45.634647369384766,37.3459358215332,51.54030990600586
45.4763298034668,37.3328971862793,51.40488815307617
45.43752670288086,37.46589660644531,51.397525787353516
45.425537109375,37.3913688659668,51.39839553833008
45.591468811035156,37.54981994628906,51.52863311767578
45.50265121459961,37.29452896118164,51.43121337890625
45.387733459472656,37.4821662902832,51.44888687133789
45.357261657714844,37.425926208496094,51.50059127807617
45.49504470825195,37.5431022644043,51.42240524291992
45.655311584472656,37.482017517089844,51.50400161743164
45.42217254638672,37.54910659790039,51.4932746887207
45.66358947753906,37.44268035888672,51.474708557128906
45.523014068603516,37.460105895996094,51.672996520996094
45.598175048828125,37.55923843383789,51.51499938964844
45.556663513183594,37.469661712646484,51.670658111572266
45.48544692993164,37.324790954589844,51.65379333496094
45.45623016357422,37.57637405395508,51.4799919128418
45.386566162109375,37.500938415527344,51.43522644042969
45.44565963745117,37.269989013671875,51.56175231933594
45.34246826171875,37.43971252441406,51.4935417175293
45.50342559814453,37.52081298828125,51.65785598754883
45.632965087890625,37.45478439331055,51.39937210083008
45.541908264160156,37.254669189453125,51.559574127197266
45.661231994628906,37.35690689086914,51.4556770324707
45.40212631225586,37.548797607421875,51.56462478637695
45.6077995300293,37.39574432373047,51.372737884521484
45.520206451416016,37.57870864868164,51.59483337402344
45.469322204589844,37.256553649902344,51.468116760253906
45.5684928894043,37.348793029785156,51.366085052490234
45.66487503051758,37.48107147216797,51.4499397277832
45.41423416137695,37.50086975097656,51.64585494995117
45.618350982666016,37.52952194213867,51.4210205078125
45.35401153564453,37.5006103515625,51.557369232177734
45.42806625366211,37.35011672973633,51.66319274902344
45.361568450927734,37.48836135864258,51.435829162597656
45.367427825927734,37.31153106689453,51.557655334472656
45.62784957885742,37.28010940551758,51.48929977416992
45.631004333496094,37.31007385253906,51.60446548461914
45.666255950927734,37.35490417480469,51.43794250488281
45.68863296508789,37.37693405151367,51.47933578491211
45.475711822509766,37.23743438720703,51.53548049926758
45.5153923034668,37.238868713378906,51.56350326538086
45.58272933959961,37.42608642578125,51.6938362121582
45.32470703125,37.422569274902344,51.4627571105957
45.67138671875,37.401737213134766,51.407569885253906
45.45158767700195,37.23488235473633,51.52853012084961
45.52106857299805,37.61518859863281,51.541744232177734
45.4832763671875,37.25632095336914,51.41350555419922
45.684425354003906,37.390899658203125,51.42575454711914
45.46984100341797,37.340084075927734,51.33704376220703
45.48484802246094,37.34632873535156,51.703121185302734
45.58381652832031,37.232826232910156,51.54178237915039
45.4626579284668,37.27729415893555,51.377235412597656
45.6822395324707,37.36421585083008,51.61749267578125
45.635494232177734,37.520751953125,51.64848709106445
45.5665283203125,37.59798049926758,51.42390823364258
45.41120910644531,37.27218246459961,51.410831451416016
45.30434799194336,37.38875961303711,51.51029586791992
45.31210708618164,37.48960494995117,51.51333236694336
45.58420181274414,37.560001373291016,51.37665557861328
45.438194274902344,37.56019592285156,51.659690856933594
45.478824615478516,37.405250549316406,51.73061752319336
45.65580368041992,37.58090591430664,51.5390625
45.45954132080078,37.212860107421875,51.47600555419922
45.589473724365234,37.22244644165039,51.57025146484375
45.321380615234375,37.46977233886719,51.404258728027344
45.63862228393555,37.25337219238281,51.60356521606445
45.57342529296875,37.41031265258789,51.737518310546875
45.55729293823242,37.2029914855957,51.57579040527344
45.40006637573242,37.60199737548828,51.60639953613281
45.30794143676758,37.34067153930664,51.6135368347168
45.69871520996094,37.430580139160156,51.66493225097656
45.63140869140625,37.306827545166016,51.693687438964844
45.55335235595703,37.188270568847656,51.570926666259766
45.3438720703125,37.49671173095703,51.35499954223633
45.54568099975586,37.28296661376953,51.3173713684082
45.30218505859375,37.52772903442383,51.58969497680664
45.529300689697266,37.28593063354492,51.72176742553711
