V1,V2,V3
55.436683654785156,47.013954162597656,50.851688385009766
55.18980407714844,48.13931655883789,50.30892562866211
54.85780715942383,47.38766098022461,51.006370544433594
54.82301330566406,49.20354080200195,47.9486198425293
55.927921295166016,48.0682487487793,50.88999557495117
55.285865783691406,47.285465240478516,50.79086685180664
55.809356689453125,46.036277770996094,52.09452438354492
53.7224235534668,47.211631774902344,52.08917236328125
55.377227783203125,48.24428176879883,49.99590301513672
55.45370101928711,47.143463134765625,50.652610778808594
55.21824645996094,46.961448669433594,52.13233947753906
56.564369201660156,46.474571228027344,51.83582305908203
55.19383239746094,48.04801559448242,50.30750274658203
55.40745544433594,47.07634353637695,50.9553337097168
55.961116790771484,46.59584045410156,51.98843002319336
54.46696472167969,49.503639221191406,49.77020263671875
55.37704849243164,47.05377197265625,50.92076873779297
55.29209899902344,47.153778076171875,51.30797576904297
55.532684326171875,48.815799713134766,47.67532730102539
55.65028381347656,45.807308197021484,51.858821868896484
55.70097351074219,45.86451721191406,51.54438018798828
56.35578155517578,46.88994598388672,51.33740997314453
55.147300720214844,48.13118362426758,48.104591369628906
55.40871047973633,46.0280876159668,52.28417205810547
55.02811813354492,48.511444091796875,50.124786376953125
55.010528564453125,49.12592697143555,50.89347457885742
55.245506286621094,47.159950256347656,50.74789810180664
54.731178283691406,49.18989944458008,48.08594512939453
56.63067626953125,49.33272171020508,49.46604537963867
54.240325927734375,46.889617919921875,52.12501907348633
54.37356948852539,49.797157287597656,50.08776092529297
56.04153823852539,46.02361297607422,51.27942657470703
56.11477279663086,46.93293762207031,52.6619758605957
55.21406555175781,47.78022766113281,50.452415466308594
54.04954528808594,50.06395721435547,49.744903564453125
54.675350189208984,50.6973762512207,50.73861312866211
55.713809967041016,48.599857330322266,50.48994445800781
54.99973678588867,48.41999435424805,51.960819244384766
55.295196533203125,47.56280517578125,50.6855354309082
54.717567443847656,49.4826774597168,48.283409118652344
54.704708099365234,50.473148345947266,51.79022216796875
53.1160774230957,47.43485641479492,52.11175537109375
54.33279800415039,49.80722427368164,49.92877960205078
55.64791488647461,46.72666549682617,50.952674865722656
55.22105026245117,48.101749420166016,50.258880615234375
54.36876678466797,50.50410461425781,50.83599090576172
55.492855072021484,46.83475112915039,50.8111457824707
55.39606857299805,46.97809600830078,50.76871871948242
54.1402702331543,50.22636413574219,50.02341079711914
54.86992263793945,48.92278289794922,52.92731475830078
56.11834716796875,46.25975036621094,49.53236389160156
55.95751953125,50.97282409667969,49.973934173583984
54.857940673828125,48.208736419677734,48.94664764404297
55.155181884765625,48.10535430908203,51.363040924072266
55.406105041503906,47.109771728515625,50.84123992919922
55.15052032470703,48.76741027832031,51.48875045776367
55.38994216918945,49.46229553222656,50.346656799316406
55.83143615722656,46.33832931518555,52.50643539428711
56.82070541381836,49.2260856628418,49.016014099121094
54.952674865722656,50.17509841918945,50.25373840332031
55.77752685546875,45.893310546875,52.1251335144043
54.723819732666016,47.8961181640625,50.45604705810547
53.66686248779297,47.14781188964844,52.1610221862793
55.1502799987793,48.10795593261719,50.22874069213867
53.93751525878906,50.63890838623047,49.88507843017578
55.866146087646484,48.418907165527344,48.59135818481445
55.508975982666016,46.87907409667969,50.66710662841797
54.54323959350586,50.4344596862793,50.1746826171875
55.42919921875,46.927284240722656,50.56663513183594
55.40243148803711,47.165523529052734,50.98965072631836
55.82556915283203,48.308536529541016,48.65262222290039
54.3451042175293,49.754390716552734,48.67416000366211
55.63669967651367,48.447540283203125,50.37059020996094
56.76124954223633,49.40095901489258,49.488990783691406
56.427528381347656,46.691627502441406,51.471492767333984
54.95391845703125,48.84695053100586,49.66057586669922
55.61186599731445,48.82328796386719,47.46510314941406
57.2602424621582,49.52191162109375,48.747589111328125
56.44151306152344,48.74058151245117,47.87098693847656
54.678466796875,49.05841064453125,49.670528411865234
55.56127166748047,48.26947784423828,48.978084564208984
53.68892288208008,50.38174057006836,49.6629753112793
54.490657806396484,48.956485748291016,49.34263610839844
55.01712417602539,48.29634475708008,48.68931579589844
54.72968292236328,48.32923889160156,50.413818359375
54.69367599487305,46.406219482421875,51.70629119873047
54.94774627685547,48.898529052734375,48.69377136230469
55.880393981933594,45.62996292114258,51.7769775390625
56.61872863769531,49.44321823120117,51.22548294067383
55.34109878540039,47.31510543823242,51.307960510253906
55.90275955200195,45.462467193603516,51.31951141357422
55.06980514526367,47.7265625,50.506656646728516
54.34164047241211,49.70634460449219,49.07102584838867
56.061058044433594,48.05486297607422,50.96208953857422
55.05454635620117,46.969215393066406,51.829837799072266
55.19371795654297,48.028839111328125,50.21085739135742
54.881343841552734,48.32501220703125,48.92141342163086
55.8430061340332,47.69797134399414,50.37179946899414
54.480987548828125,49.393760681152344,49.17980194091797
55.81681442260742,46.08946990966797,52.064659118652344
54.26371765136719,50.14366912841797,48.759525299072266
54.83222961425781,49.2041015625,48.01874923706055
55.31638717651367,49.67477035522461,50.626407623291016
56.85391616821289,49.061553955078125,48.53305435180664
56.53007888793945,48.73969268798828,47.931026458740234
55.1998176574707,48.899227142333984,48.53740692138672
56.16701889038086,46.25510025024414,51.47785949707031
55.810455322265625,47.95744705200195,50.81184387207031
54.5962028503418,50.385948181152344,51.891788482666016
55.49468231201172,47.01569366455078,50.94414520263672
54.675209045410156,45.57659912109375,51.279747009277344
55.62208557128906,47.36373519897461,50.4429817199707
55.90011215209961,46.83734130859375,49.44993591308594
55.270931243896484,48.203521728515625,50.43991470336914
55.398197174072266,47.42873764038086,50.95431900024414
55.87895965576172,47.94762420654297,50.88968276977539
55.631465911865234,48.001827239990234,50.6199836730957
54.85141372680664,49.238258361816406,48.5571174621582
54.32018280029297,50.40021514892578,50.72931671142578
56.445674896240234,45.67929458618164,51.06731414794922
56.430870056152344,48.80348205566406,47.79159927368164
56.1645622253418,48.10581970214844,50.956504821777344
54.88471603393555,48.45298385620117,49.250831604003906
55.88005447387695,45.643402099609375,51.802955627441406
54.71828842163086,48.171043395996094,47.68355941772461
55.67937469482422,45.6131706237793,51.23006057739258
55.15058898925781,47.24397277832031,50.760414123535156
55.19546890258789,49.9951286315918,50.57733917236328
54.599365234375,49.347900390625,50.229209899902344
55.57246780395508,48.91620635986328,49.39723205566406
56.1347541809082,46.63539123535156,52.716773986816406
56.35639190673828,46.04962921142578,52.02333068847656
55.32133102416992,47.317508697509766,50.72110366821289
54.85410690307617,48.78728485107422,48.69826126098633
55.8306999206543,45.44352340698242,50.98405838012695
55.76486587524414,45.86344528198242,52.02405548095703
54.51627731323242,49.48322296142578,48.96885299682617
54.924400329589844,48.20188522338867,48.83713150024414
55.74766159057617,46.84127426147461,50.795166015625
54.63309097290039,48.297882080078125,49.76411819458008
56.67960739135742,50.11250686645508,49.68775939941406
54.407440185546875,49.461856842041016,49.62388610839844
55.292335510253906,49.15262985229492,49.872127532958984
54.7841796875,49.146121978759766,47.727081298828125
56.22197723388672,46.54032516479492,51.90757751464844
54.32078552246094,46.848106384277344,52.08485794067383
54.88439178466797,48.43123245239258,49.316368103027344
55.69962692260742,46.171871185302734,52.139705657958984
55.07902145385742,47.451507568359375,50.61416244506836
55.3609619140625,47.005279541015625,51.00999069213867
55.33114242553711,48.85213088989258,51.050315856933594
54.990421295166016,48.5474967956543,50.105045318603516
55.95650100708008,46.49124526977539,52.17616653442383
55.011512756347656,47.51681900024414,51.246826171875
55.2932243347168,45.89610290527344,52.296653747558594
55.192623138427734,47.93819046020508,51.0818977355957
54.896575927734375,48.810890197753906,48.540103912353516
55.38310241699219,48.21305465698242,49.82956314086914
55.2994499206543,48.29689025878906,47.6435546875
55.96576690673828,47.712406158447266,51.02228546142578
55.245059967041016,48.08280563354492,50.104331970214844
